! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1.0                      NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"BAR_USC_out_AF28_Coords.txt"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF28_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.918136                alpha0      ! 0-lift angle of attack, depends on airfoil.
15.762948                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-4.006578                alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
6.180706                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.813759                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.128914                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.000000                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.097945                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.00000000000000e-03  0.00000000000000e+00
-1.77000000000000e+02  1.91313607334432e-01  1.00000000000000e-03  1.19999999999999e-01
-1.74000000000000e+02  3.82627214668865e-01  1.00000000000000e-03  2.40000000000001e-01
-1.71000000000000e+02  5.73940822003296e-01  1.00000000000000e-03  3.60000000000000e-01
-1.68000000000000e+02  7.65254429337728e-01  1.62431614340475e-03  4.58634893777371e-01
-1.65000000000000e+02  9.56568036672161e-01  1.73512088940880e-02  5.46587234443429e-01
-1.62000000000000e+02  1.14788164400659e+00  5.94650167389961e-02  6.34539575109486e-01
-1.59000000000000e+02  1.24199339642964e+00  1.11586026638565e-01  6.73941466182809e-01
-1.56000000000000e+02  1.14170143902991e+00  1.68817926310504e-01  6.16242458070663e-01
-1.53000000000000e+02  1.06480384960848e+00  2.32152410649482e-01  5.58543449958517e-01
-1.50000000000000e+02  9.99603444176206e-01  2.98538187321979e-01  5.00844441846370e-01
-1.47000000000000e+02  9.50845391980428e-01  3.72109332447619e-01  4.85750906624389e-01
-1.44000000000000e+02  9.04407915861249e-01  4.47349306350727e-01  4.70657371402407e-01
-1.41000000000000e+02  8.62611591895267e-01  5.25926937808770e-01  4.55563836180425e-01
-1.38000000000000e+02  8.21958293794763e-01  6.06293238977659e-01  4.49894366646749e-01
-1.35000000000000e+02  7.81876508626999e-01  6.87553875001971e-01  4.48936929957226e-01
-1.32000000000000e+02  7.40525904002726e-01  7.69099544464966e-01  4.47979493267703e-01
-1.29000000000000e+02  6.98213592043478e-01  8.49940178272799e-01  4.48704154980547e-01
-1.26000000000000e+02  6.53977865414282e-01  9.29370740770312e-01  4.52793013498127e-01
-1.23000000000000e+02  6.07349349285610e-01  1.00583791656660e+00  4.56881872015707e-01
-1.20000000000000e+02  5.59524438407201e-01  1.08082339901227e+00  4.60970730533287e-01
-1.17000000000000e+02  5.08063251749465e-01  1.14917415532436e+00  4.65421212431463e-01
-1.14000000000000e+02  4.55540192328187e-01  1.21465218184893e+00  4.69871694329640e-01
-1.11000000000000e+02  4.00893387379830e-01  1.27438474879848e+00  4.74322176227816e-01
-1.08000000000000e+02  3.44681148488354e-01  1.32722670669115e+00  4.76992442197143e-01
-1.05000000000000e+02  2.87686192625318e-01  1.37662336005540e+00  4.78772600202044e-01
-1.02000000000000e+02  2.29481473997148e-01  1.41428356689925e+00  4.80552758206946e-01
-9.90000000000000e+01  1.71329140540644e-01  1.44768444125018e+00  4.80797105714941e-01
-9.60000000000000e+01  1.13281577427476e-01  1.47256665061526e+00  4.77969832229122e-01
-9.30000000000000e+01  5.63594338338517e-02  1.48849572575377e+00  4.75142558743304e-01
-9.00000000000000e+01 -1.74713943381409e-16  1.49994829978306e+00  4.72315285257485e-01
-8.70000000000000e+01 -5.63594338338521e-02  1.48849572575377e+00  4.62090837951875e-01
-8.40000000000000e+01 -1.13281577427476e-01  1.47256665061526e+00  4.51866390646265e-01
-8.10000000000000e+01 -1.71329140540645e-01  1.44768444125018e+00  4.41641943340655e-01
-7.80000000000000e+01 -2.29481473997148e-01  1.41428356689925e+00  4.29069546051226e-01
-7.50000000000000e+01 -2.87686192625319e-01  1.37662336005540e+00  4.15323173769886e-01
-7.20000000000000e+01 -3.44681148488355e-01  1.32722670669115e+00  4.01576801488547e-01
-6.90000000000000e+01 -4.00893387379831e-01  1.27438474879847e+00  3.87329007267751e-01
-6.60000000000000e+01 -4.55540192328188e-01  1.21465218184893e+00  3.72078369168041e-01
-6.30000000000000e+01 -5.08063251749465e-01  1.14917415532436e+00  3.56827731068332e-01
-6.00000000000000e+01 -5.59524438407202e-01  1.08082339901227e+00  3.41577092968622e-01
-5.70000000000000e+01 -6.07349349285610e-01  1.00583791656660e+00  3.26662131786113e-01
-5.40000000000000e+01 -6.53977865414282e-01  9.29370740770311e-01  3.11747170603603e-01
-5.10000000000000e+01 -6.98213592043478e-01  8.49940178272799e-01  2.96832209421093e-01
-4.80000000000000e+01 -7.40525904002726e-01  7.69099544464965e-01  2.82815380174632e-01
-4.50000000000000e+01 -7.81876508626999e-01  6.87553875001971e-01  2.69247616896194e-01
-4.20000000000000e+01 -7.84458293794764e-01  6.06293238977658e-01  2.55679853617757e-01
-3.90000000000000e+01 -7.87611591895267e-01  5.25926937808769e-01  2.42099964968229e-01
-3.60000000000000e+01 -7.91907915861249e-01  4.47349306350726e-01  2.28495825576521e-01
-3.30000000000000e+01 -8.00845391980428e-01  3.72109332447618e-01  2.14891686184813e-01
-3.00000000000000e+01 -8.12103444176206e-01  2.98538187321979e-01  2.01287546793105e-01
-2.93939393939394e+01 -8.17699485677676e-01  2.85126919307333e-01  1.96152252580768e-01
-2.87878787878788e+01 -8.23295527179145e-01  2.71715651292687e-01  1.91016958368431e-01
-2.81818181818182e+01 -8.28891568680615e-01  2.58304383278041e-01  1.85881664156094e-01
-2.75757575757576e+01 -8.43863397246442e-01  2.44893115263395e-01  1.80746369943757e-01
-2.69696969696970e+01 -8.59878213708296e-01  2.31481847248749e-01  1.75611075731419e-01
-2.63636363636364e+01 -8.76571528363611e-01  2.18070579234103e-01  1.70475781519082e-01
-2.57575757575758e+01 -8.93943341212385e-01  2.04659311219457e-01  1.65340487306745e-01
-2.51515151515151e+01 -9.11993652254619e-01  1.91248043204812e-01  1.60205193094408e-01
-2.45454545454545e+01 -9.40875681914583e-01  1.79223726250856e-01  1.55069898882071e-01
-2.39393939393939e+01 -9.73226930656820e-01  1.67661726317131e-01  1.49934604669734e-01
-2.33333333333333e+01 -1.00557817939906e+00  1.56099726383406e-01  1.44799310457397e-01
-2.27272727272727e+01 -1.03792942814129e+00  1.44537726449681e-01  1.39664016245060e-01
-2.21212121212121e+01 -1.07028067688353e+00  1.32975726515956e-01  1.34528722032723e-01
-2.15151515151515e+01 -1.10263192562577e+00  1.21413726582231e-01  1.29393427820386e-01
-2.09090909090909e+01 -1.13498317436800e+00  1.09851726648506e-01  1.24258133608049e-01
-2.03030303030303e+01 -1.16733442311024e+00  9.82897267147815e-02  1.19122839395712e-01
-1.96969696969697e+01 -1.16128823636351e+00  9.08726623029193e-02  1.12587102775871e-01
-1.90909090909091e+01 -1.11684461412783e+00  8.76005334129200e-02  1.04650923748527e-01
-1.84848484848485e+01 -1.07240099189214e+00  8.43284045229207e-02  9.67147447211823e-02
-1.78787878787879e+01 -1.02795736965645e+00  8.10562756329214e-02  8.87785656938378e-02
-1.72727272727273e+01 -9.83513747420764e-01  7.77841467429221e-02  8.08423866664933e-02
-1.66666666666667e+01 -9.39070125185077e-01  7.45120178529228e-02  7.29062076391488e-02
-1.60606060606061e+01 -8.94626502949389e-01  7.12398889629235e-02  6.49700286118042e-02
-1.54545454545455e+01 -8.50182880713702e-01  6.79677600729242e-02  5.70338495844597e-02
-1.48484848484848e+01 -8.05739258478015e-01  6.46956311829248e-02  4.90976705571152e-02
-1.42424242424242e+01 -7.61295636242328e-01  6.14235022929255e-02  4.11614915297706e-02
-1.36363636363636e+01 -7.16852014006640e-01  5.81513734029262e-02  3.32253125024261e-02
-1.30303030303030e+01 -6.72408391770953e-01  5.48792445129269e-02  2.52891334750816e-02
-1.24242424242424e+01 -6.27505197827077e-01  5.16071156229276e-02  1.73529544477370e-02
-1.18181818181818e+01 -5.82356547672399e-01  4.83349867329282e-02  9.41677542039249e-03
-1.12121212121212e+01 -5.37750240591328e-01  4.50628578429290e-02  1.48059639304797e-03
-1.06060606060606e+01 -4.93319318331169e-01  4.17907289529296e-02 -6.48818700886048e-03
-1.00000000000000e+01 -4.48978934159283e-01  3.85186000629303e-02 -1.45027243681805e-02
-9.39393939393939e+00 -4.04691370337828e-01  3.52464711729310e-02 -2.26760345943166e-02
-8.78787878787879e+00 -3.60437305256562e-01  3.19743422829317e-02 -3.10043664998836e-02
-8.18181818181818e+00 -3.16205816878500e-01  2.87022133929324e-02 -3.93734524707313e-02
-7.57575757575758e+00 -2.71990265800205e-01  2.54300845029331e-02 -4.78910723562381e-02
-6.96969696969697e+00 -2.27786383572476e-01  2.21579556129338e-02 -5.64601140973186e-02
-6.36363636363636e+00 -1.83528547178392e-01  1.88858267229345e-02 -6.48737845844542e-02
-5.75757575757576e+00 -1.39084924942705e-01  1.56136978329351e-02 -7.32874550715897e-02
-5.15151515151515e+00 -9.46413027070177e-02  1.23262858655743e-02 -8.17011255587252e-02
-4.54545454545454e+00 -5.01976804713301e-02  9.03689649022381e-03 -9.01147960458607e-02
-3.93939393939394e+00 -2.64825031468145e-03  6.14695907160644e-03 -9.78781569929179e-02
-3.33333333333333e+00  7.28534511306177e-02  5.87409497725947e-03 -9.97887320792700e-02
-2.72727272727273e+00  1.47884395050112e-01  5.69839950018839e-03 -1.01501335296730e-01
-2.12121212121212e+00  2.22339968660288e-01  5.67186343448036e-03 -1.02971972896654e-01
-1.51515151515152e+00  2.96637595020059e-01  5.67407027048679e-03 -1.04395103827426e-01
-9.09090909090912e-01  3.70816739847246e-01  5.69001349563819e-03 -1.05794537885056e-01
-3.03030303030302e-01  4.44548247927865e-01  5.74219274166034e-03 -1.07126990776182e-01
 3.03030303030302e-01  5.18022323792555e-01  5.81365833875617e-03 -1.08414577692872e-01
 9.09090909090912e-01  5.91238967441316e-01  5.90447842857467e-03 -1.09657298635126e-01
 1.51515151515152e+00  6.64016965549427e-01  6.02381554819570e-03 -1.10845408823675e-01
 2.12121212121212e+00  7.36397738458916e-01  6.17081466252889e-03 -1.11987032835496e-01
 2.72727272727273e+00  8.07499242720253e-01  6.43179777425028e-03 -1.12981260907730e-01
 3.33333333333333e+00  8.77737966266973e-01  6.79292620814693e-03 -1.13868009175988e-01
 3.93939393939394e+00  9.47270778319916e-01  7.09683735937406e-03 -1.14666819422812e-01
 4.54545454545455e+00  1.01594743440635e+00  7.43652411235205e-03 -1.15387505692671e-01
 5.15151515151515e+00  1.08360793674552e+00  7.87536310990945e-03 -1.15986780180322e-01
 5.75757575757576e+00  1.14850536316508e+00  8.47716840343463e-03 -1.16247860647001e-01
 6.36363636363637e+00  1.21317578856974e+00  9.06687060209443e-03 -1.16504998519889e-01
 6.96969696969697e+00  1.27769487996447e+00  9.64850407084400e-03 -1.16759507996916e-01
 7.57575757575757e+00  1.33179929217153e+00  1.09178970740506e-02 -1.15879516639656e-01
 8.18181818181818e+00  1.38666403061211e+00  1.21358702749013e-02 -1.15156856560365e-01
 8.78787878787879e+00  1.44458185928730e+00  1.31494022397073e-02 -1.14940627460196e-01
 9.39393939393939e+00  1.50493420109127e+00  1.38925171157025e-02 -1.14989463456963e-01
